Gender_x,age_at_July03,exp_at_July03,count_all,retire_at_July03,retire_at_July04,retire_at_July05,retire_at_July06,retire_at_July07,retire_at_July08,retire_at_July09,retire_at_July10,retire_at_July11,retire_at_July12,not_retired_at_July12
Female,47,5,50,1.0,,,1.0,,,,1.0,1.0,,46.0
Female,47,6,63,,,1.0,,,1.0,1.0,1.0,1.0,1.0,57.0
Female,47,7,65,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,2.0,54.0
Female,47,8,77,1.0,,,,,1.0,1.0,,1.0,1.0,72.0
Female,47,9,84,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,72.0
Female,47,10,89,2.0,,1.0,,1.0,,1.0,,,3.0,81.0
Female,47,11,79,,1.0,,,,,,,1.0,4.0,73.0
Female,47,12,89,2.0,,1.0,1.0,,1.0,,1.0,5.0,3.0,75.0
Female,47,13,96,,,,1.0,,1.0,,2.0,7.0,1.0,84.0
Female,47,14,84,,,2.0,1.0,,,,,7.0,8.0,66.0
Female,47,15,75,,1.0,,,,1.0,,2.0,2.0,5.0,64.0
Female,47,16,67,,,1.0,1.0,,,,2.0,2.0,6.0,55.0
Female,47,17,68,,,,,,,,3.0,3.0,5.0,57.0
Female,47,18,81,,1.0,1.0,,2.0,1.0,,2.0,8.0,4.0,62.0
Female,47,19,72,1.0,,,,,,,2.0,3.0,5.0,61.0
Female,47,20,63,,,,1.0,,1.0,,1.0,5.0,2.0,53.0
Female,47,21,67,,1.0,,,,1.0,1.0,2.0,6.0,8.0,48.0
Female,47,22,90,,,,,,,,1.0,5.0,5.0,79.0
Female,47,23,127,,,,,,1.0,1.0,,6.0,8.0,111.0
Female,47,24,222,1.0,,,3.0,,,1.0,2.0,16.0,51.0,148.0
Female,47,25,331,,2.0,,,1.0,,,7.0,64.0,117.0,140.0
Female,47,26,153,1.0,,1.0,,,,1.0,31.0,48.0,32.0,39.0
Female,47,27,10,,,,,,,,4.0,2.0,3.0,1.0
Female,48,5,61,,,1.0,,2.0,1.0,,1.0,2.0,1.0,53.0
Female,48,6,73,4.0,,1.0,1.0,,2.0,,3.0,1.0,2.0,59.0
Female,48,7,62,1.0,1.0,,,,,,1.0,2.0,1.0,56.0
Female,48,8,68,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,60.0
Female,48,9,102,2.0,3.0,,,2.0,,,1.0,2.0,,92.0
Female,48,10,107,3.0,1.0,2.0,,,1.0,,,1.0,8.0,91.0
Female,48,11,94,4.0,1.0,1.0,1.0,1.0,,,2.0,4.0,4.0,76.0
Female,48,12,85,,4.0,1.0,,,2.0,,3.0,6.0,6.0,63.0
Female,48,13,76,,,1.0,2.0,,1.0,,8.0,5.0,3.0,56.0
Female,48,14,78,,2.0,,1.0,,,2.0,4.0,3.0,2.0,64.0
Female,48,15,95,,,1.0,1.0,1.0,,2.0,5.0,5.0,4.0,76.0
Female,48,16,76,,,,,1.0,,1.0,2.0,2.0,6.0,64.0
Female,48,17,70,1.0,,,2.0,1.0,3.0,1.0,4.0,4.0,5.0,49.0
Female,48,18,89,,1.0,1.0,,1.0,,1.0,5.0,8.0,3.0,69.0
Female,48,19,74,1.0,2.0,2.0,,,,1.0,6.0,4.0,2.0,56.0
Female,48,20,90,1.0,2.0,,,,1.0,1.0,7.0,3.0,6.0,69.0
Female,48,21,65,,,,1.0,,,,6.0,3.0,4.0,51.0
Female,48,22,77,1.0,,,,1.0,,2.0,4.0,3.0,7.0,59.0
Female,48,23,104,,,,,,,5.0,1.0,4.0,6.0,88.0
Female,48,24,156,,,2.0,1.0,1.0,,1.0,12.0,7.0,26.0,106.0
Female,48,25,258,4.0,1.0,,1.0,,1.0,5.0,12.0,53.0,99.0,82.0
Female,48,26,295,1.0,2.0,2.0,2.0,1.0,,5.0,65.0,90.0,66.0,61.0
Female,48,27,172,,,,1.0,3.0,1.0,33.0,57.0,35.0,8.0,34.0
Female,48,28,8,,,,,,,2.0,2.0,1.0,1.0,2.0
Female,48,29,1,,,,,,,1.0,,,,
Female,49,5,53,2.0,1.0,,1.0,,1.0,1.0,,,,47.0
Female,49,6,70,2.0,,,,,2.0,1.0,,1.0,,64.0
Female,49,7,60,,,,1.0,1.0,1.0,,1.0,1.0,3.0,52.0
Female,49,8,67,2.0,1.0,2.0,,2.0,2.0,,1.0,,1.0,56.0
Female,49,9,94,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,2.0,3.0,79.0
Female,49,10,99,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,3.0,85.0
Female,49,11,100,1.0,,,1.0,,2.0,1.0,1.0,2.0,6.0,86.0
Female,49,12,110,3.0,,1.0,,1.0,3.0,4.0,2.0,4.0,3.0,89.0
Female,49,13,99,1.0,2.0,1.0,,,1.0,2.0,3.0,1.0,4.0,84.0
Female,49,14,84,2.0,3.0,1.0,,,,6.0,,4.0,4.0,64.0
Female,49,15,78,,1.0,,2.0,1.0,4.0,5.0,2.0,2.0,,61.0
Female,49,16,95,,,1.0,1.0,1.0,4.0,9.0,1.0,4.0,5.0,69.0
Female,49,17,92,,,2.0,1.0,1.0,,3.0,2.0,1.0,3.0,79.0
Female,49,18,76,2.0,,,1.0,1.0,1.0,4.0,3.0,2.0,5.0,57.0
Female,49,19,90,,1.0,1.0,,,3.0,8.0,4.0,7.0,5.0,61.0
Female,49,20,80,,,,,,1.0,5.0,4.0,3.0,2.0,65.0
Female,49,21,81,,,,,,4.0,6.0,4.0,3.0,6.0,58.0
Female,49,22,88,,1.0,,1.0,,,7.0,4.0,4.0,6.0,65.0
Female,49,23,82,,1.0,1.0,,,3.0,5.0,5.0,4.0,4.0,59.0
Female,49,24,132,,1.0,1.0,1.0,,2.0,8.0,10.0,12.0,25.0,72.0
Female,49,25,176,,1.0,2.0,,1.0,9.0,11.0,8.0,37.0,49.0,58.0
Female,49,26,254,1.0,,,1.0,1.0,5.0,24.0,47.0,84.0,52.0,39.0
Female,49,27,315,1.0,,,1.0,,8.0,84.0,103.0,51.0,24.0,43.0
Female,49,28,198,1.0,,,1.0,,37.0,67.0,37.0,19.0,15.0,21.0
Female,49,29,20,,,,,,14.0,2.0,,,,4.0
Female,49,30,1,,,,,,,1.0,,,,
Female,50,5,49,2.0,,2.0,1.0,,2.0,2.0,,1.0,2.0,37.0
Female,50,6,59,,,1.0,,,,1.0,2.0,,6.0,49.0
Female,50,7,88,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,4.0,74.0
Female,50,8,72,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,63.0
Female,50,9,82,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,58.0
Female,50,10,88,4.0,2.0,,1.0,,1.0,2.0,1.0,1.0,3.0,73.0
Female,50,11,90,1.0,,3.0,,1.0,,1.0,,1.0,9.0,74.0
Female,50,12,105,2.0,1.0,1.0,,2.0,4.0,2.0,5.0,6.0,8.0,74.0
Female,50,13,115,1.0,2.0,,2.0,1.0,3.0,4.0,6.0,3.0,12.0,81.0
Female,50,14,101,,,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,80.0
Female,50,15,76,,,,,,4.0,4.0,4.0,1.0,4.0,59.0
Female,50,16,90,,1.0,1.0,,3.0,3.0,3.0,3.0,2.0,8.0,66.0
Female,50,17,99,1.0,1.0,,2.0,4.0,3.0,6.0,5.0,6.0,15.0,56.0
Female,50,18,96,,2.0,,,4.0,7.0,3.0,8.0,8.0,3.0,61.0
Female,50,19,95,,1.0,2.0,,5.0,7.0,2.0,3.0,4.0,8.0,63.0
Female,50,20,82,2.0,,,,1.0,2.0,1.0,5.0,5.0,9.0,57.0
Female,50,21,105,,,,,5.0,8.0,3.0,4.0,3.0,5.0,77.0
Female,50,22,88,,,,,4.0,5.0,2.0,5.0,9.0,10.0,53.0
Female,50,23,97,1.0,,,,5.0,4.0,8.0,3.0,5.0,13.0,58.0
Female,50,24,133,2.0,,2.0,,9.0,12.0,4.0,4.0,12.0,29.0,59.0
Female,50,25,160,,,1.0,1.0,4.0,6.0,8.0,15.0,37.0,48.0,40.0
Female,50,26,196,,2.0,,1.0,5.0,24.0,16.0,40.0,61.0,21.0,26.0
Female,50,27,277,2.0,,1.0,,13.0,21.0,68.0,79.0,42.0,17.0,34.0
Female,50,28,392,,2.0,1.0,,44.0,90.0,120.0,58.0,22.0,21.0,34.0
Female,50,29,287,2.0,3.0,,1.0,112.0,66.0,44.0,15.0,14.0,16.0,14.0
Female,50,30,34,,,,,19.0,11.0,,2.0,,1.0,1.0
Female,50,32,1,,,,,,,,,1.0,,
Female,51,5,39,1.0,,,,1.0,,1.0,,,2.0,34.0
Female,51,6,66,1.0,2.0,1.0,,3.0,,,,1.0,7.0,51.0
Female,51,7,71,2.0,4.0,,1.0,,2.0,2.0,1.0,2.0,12.0,45.0
Female,51,8,68,3.0,,1.0,,1.0,1.0,2.0,1.0,3.0,9.0,47.0
Female,51,9,76,1.0,,,,2.0,1.0,1.0,3.0,6.0,6.0,56.0
Female,51,10,81,1.0,1.0,3.0,3.0,4.0,2.0,,,3.0,13.0,51.0
Female,51,11,96,2.0,,1.0,,1.0,2.0,2.0,1.0,6.0,26.0,55.0
Female,51,12,108,1.0,3.0,2.0,1.0,,1.0,1.0,5.0,11.0,17.0,66.0
Female,51,13,136,1.0,2.0,1.0,2.0,5.0,1.0,6.0,6.0,14.0,12.0,86.0
Female,51,14,94,1.0,,1.0,1.0,4.0,3.0,5.0,2.0,4.0,23.0,50.0
Female,51,15,101,,,,2.0,3.0,5.0,1.0,4.0,12.0,29.0,45.0
Female,51,16,107,1.0,1.0,,2.0,12.0,2.0,6.0,,4.0,19.0,60.0
Female,51,17,91,1.0,,,1.0,4.0,2.0,5.0,4.0,7.0,32.0,35.0
Female,51,18,130,1.0,,1.0,4.0,9.0,5.0,6.0,8.0,10.0,33.0,53.0
Female,51,19,131,2.0,,,1.0,12.0,5.0,9.0,3.0,14.0,31.0,54.0
Female,51,20,96,,1.0,,4.0,2.0,4.0,2.0,10.0,8.0,24.0,41.0
Female,51,21,101,2.0,1.0,,6.0,12.0,3.0,4.0,3.0,14.0,24.0,32.0
Female,51,22,100,,,1.0,3.0,8.0,1.0,7.0,2.0,12.0,26.0,40.0
Female,51,23,135,1.0,1.0,1.0,2.0,13.0,8.0,3.0,8.0,10.0,48.0,40.0
Female,51,24,133,,,1.0,6.0,12.0,5.0,6.0,7.0,16.0,55.0,25.0
Female,51,25,134,1.0,,,6.0,20.0,6.0,8.0,7.0,35.0,35.0,16.0
Female,51,26,181,1.0,1.0,1.0,7.0,23.0,12.0,9.0,38.0,46.0,19.0,24.0
Female,51,27,223,1.0,1.0,1.0,4.0,25.0,6.0,50.0,64.0,29.0,16.0,26.0
Female,51,28,342,1.0,,,5.0,108.0,38.0,77.0,53.0,23.0,15.0,22.0
Female,51,29,495,3.0,3.0,1.0,41.0,211.0,77.0,68.0,25.0,15.0,19.0,32.0
Female,51,30,309,,1.0,,107.0,111.0,23.0,17.0,17.0,10.0,6.0,17.0
Female,51,31,25,,,,15.0,5.0,1.0,,2.0,,2.0,
Female,52,5,47,2.0,,,2.0,1.0,1.0,,,4.0,2.0,35.0
Female,52,6,54,2.0,1.0,,,2.0,1.0,1.0,,5.0,3.0,39.0
Female,52,7,66,1.0,3.0,1.0,2.0,,3.0,,4.0,8.0,4.0,40.0
Female,52,8,69,1.0,,3.0,1.0,5.0,,1.0,2.0,9.0,2.0,45.0
Female,52,9,102,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,13.0,11.0,62.0
Female,52,10,87,,4.0,2.0,2.0,,1.0,2.0,4.0,15.0,11.0,46.0
Female,52,11,85,1.0,1.0,2.0,2.0,1.0,4.0,,5.0,16.0,8.0,45.0
Female,52,12,93,2.0,2.0,2.0,3.0,,1.0,1.0,4.0,24.0,9.0,45.0
Female,52,13,117,,2.0,1.0,3.0,1.0,2.0,3.0,7.0,20.0,7.0,71.0
Female,52,14,109,4.0,,,1.0,5.0,1.0,5.0,12.0,23.0,13.0,45.0
Female,52,15,124,2.0,1.0,1.0,,4.0,5.0,4.0,9.0,30.0,15.0,53.0
Female,52,16,112,,,,3.0,11.0,3.0,4.0,9.0,24.0,11.0,47.0
Female,52,17,134,3.0,1.0,4.0,11.0,11.0,4.0,1.0,9.0,26.0,15.0,49.0
Female,52,18,123,3.0,1.0,3.0,9.0,7.0,3.0,4.0,13.0,22.0,14.0,44.0
Female,52,19,134,1.0,1.0,2.0,9.0,11.0,4.0,8.0,6.0,32.0,14.0,46.0
Female,52,20,101,1.0,,3.0,7.0,3.0,3.0,2.0,9.0,25.0,7.0,41.0
Female,52,21,111,,,3.0,11.0,7.0,4.0,5.0,7.0,22.0,10.0,42.0
Female,52,22,124,1.0,2.0,3.0,4.0,8.0,3.0,4.0,21.0,35.0,10.0,33.0
Female,52,23,139,,,,12.0,9.0,13.0,10.0,12.0,34.0,16.0,33.0
Female,52,24,123,2.0,,1.0,6.0,15.0,4.0,3.0,10.0,43.0,20.0,19.0
Female,52,25,143,,,1.0,19.0,16.0,5.0,8.0,16.0,48.0,11.0,19.0
Female,52,26,154,3.0,1.0,5.0,19.0,18.0,9.0,6.0,23.0,40.0,14.0,16.0
Female,52,27,162,2.0,,4.0,18.0,14.0,14.0,22.0,37.0,22.0,11.0,18.0
Female,52,28,200,,2.0,9.0,17.0,49.0,25.0,40.0,22.0,13.0,5.0,18.0
Female,52,29,354,1.0,3.0,8.0,65.0,133.0,45.0,41.0,17.0,10.0,7.0,24.0
Female,52,30,532,2.0,2.0,41.0,187.0,159.0,35.0,26.0,22.0,23.0,12.0,23.0
Female,52,31,313,1.0,,162.0,73.0,23.0,12.0,12.0,10.0,6.0,4.0,10.0
Female,52,32,19,,,11.0,3.0,1.0,2.0,,1.0,,,1.0
Female,53,5,29,3.0,,2.0,2.0,2.0,2.0,,,1.0,2.0,15.0
Female,53,6,45,,1.0,1.0,1.0,,,5.0,3.0,3.0,4.0,27.0
Female,53,7,45,,2.0,1.0,3.0,2.0,,1.0,2.0,3.0,2.0,29.0
Female,53,8,55,1.0,2.0,5.0,2.0,3.0,,2.0,5.0,3.0,8.0,24.0
Female,53,9,76,1.0,4.0,2.0,2.0,2.0,2.0,2.0,13.0,5.0,7.0,36.0
Female,53,10,70,4.0,1.0,2.0,1.0,1.0,3.0,6.0,5.0,5.0,7.0,35.0
Female,53,11,74,1.0,1.0,,2.0,1.0,3.0,2.0,9.0,8.0,7.0,40.0
Female,53,12,84,3.0,,2.0,2.0,,,6.0,12.0,8.0,10.0,41.0
Female,53,13,108,2.0,5.0,4.0,5.0,,1.0,6.0,24.0,15.0,13.0,33.0
Female,53,14,77,,1.0,1.0,,2.0,1.0,13.0,17.0,9.0,8.0,25.0
Female,53,15,93,2.0,2.0,1.0,1.0,2.0,7.0,7.0,19.0,12.0,13.0,27.0
Female,53,16,87,2.0,1.0,3.0,2.0,5.0,1.0,6.0,16.0,11.0,8.0,32.0
Female,53,17,102,1.0,,10.0,4.0,3.0,3.0,4.0,23.0,15.0,5.0,34.0
Female,53,18,131,1.0,2.0,20.0,2.0,10.0,3.0,13.0,19.0,15.0,15.0,31.0
Female,53,19,111,1.0,1.0,11.0,2.0,7.0,4.0,13.0,22.0,11.0,9.0,30.0
Female,53,20,113,2.0,3.0,13.0,3.0,3.0,3.0,13.0,19.0,12.0,8.0,34.0
Female,53,21,104,2.0,2.0,19.0,4.0,5.0,4.0,8.0,13.0,10.0,10.0,27.0
Female,53,22,109,2.0,2.0,14.0,3.0,3.0,2.0,14.0,29.0,8.0,8.0,24.0
Female,53,23,110,1.0,3.0,20.0,4.0,6.0,5.0,15.0,15.0,9.0,7.0,25.0
Female,53,24,104,,10.0,22.0,,6.0,3.0,4.0,20.0,15.0,14.0,10.0
Female,53,25,145,1.0,4.0,23.0,3.0,4.0,4.0,21.0,38.0,24.0,11.0,12.0
Female,53,26,135,1.0,9.0,24.0,2.0,8.0,5.0,13.0,41.0,8.0,5.0,19.0
Female,53,27,110,,4.0,27.0,3.0,12.0,5.0,17.0,24.0,5.0,5.0,8.0
Female,53,28,155,1.0,8.0,36.0,6.0,33.0,19.0,21.0,13.0,8.0,3.0,7.0
Female,53,29,207,1.0,6.0,46.0,18.0,47.0,29.0,21.0,18.0,8.0,6.0,7.0
Female,53,30,317,1.0,10.0,115.0,57.0,58.0,32.0,13.0,16.0,5.0,4.0,6.0
Female,53,31,524,1.0,19.0,343.0,56.0,40.0,15.0,8.0,10.0,14.0,7.0,11.0
Female,53,32,287,,115.0,123.0,13.0,12.0,2.0,3.0,5.0,1.0,4.0,9.0
Female,53,33,26,,14.0,5.0,3.0,2.0,,,1.0,,,1.0
Female,54,5,18,1.0,3.0,1.0,,1.0,1.0,1.0,,,,10.0
Female,54,6,38,1.0,,,2.0,1.0,,3.0,3.0,1.0,4.0,23.0
Female,54,7,38,1.0,,2.0,,1.0,1.0,4.0,1.0,4.0,4.0,20.0
Female,54,8,43,2.0,,,1.0,,1.0,3.0,4.0,4.0,6.0,22.0
Female,54,9,60,2.0,2.0,2.0,,1.0,2.0,5.0,6.0,4.0,7.0,29.0
